initial_altitude_km,satellite_mass_kg,cross_sectional_area_m2,orbital_eccentricity,solar_activity_index,drag_coefficient,decay_time_days
447.262294,16.365239,0.357384,0.027982,71.758753,2.553697,1106.783370
235.146600,1.197029,0.025012,0.001660,84.144129,2.025940,116.203530
482.590291,86.177633,1.340237,0.046811,79.354831,1.547379,2576.702731
548.387649,5.417539,0.017392,0.040086,131.101035,2.571130,4671.352582
557.926662,54.619161,0.379497,0.040865,151.417291,2.321389,1941.899778
492.635809,62.452856,4.124304,0.003018,114.478582,1.622445,368.084825
287.685595,308.046296,0.946506,0.016845,102.781225,2.963798,796.261657
399.278287,325.512517,0.566152,0.035960,111.121853,2.333045,4625.486078
279.816980,8.435171,0.244269,0.003610,75.517450,2.520342,162.952060
547.309002,6.504974,0.129753,0.037135,146.588800,2.590754,612.253940
595.059825,65.029081,1.498901,0.043352,174.161574,1.560164,820.202127
394.667577,24.835349,0.598482,0.045035,145.909767,2.810135,158.360139
564.945338,3.965741,0.024814,0.031148,183.680840,1.815993,2087.549998
486.329986,22.344805,0.034908,0.008984,112.757798,2.863549,8530.664686
541.754037,22.383257,0.350310,0.012362,226.734982,2.238417,431.440178
343.693348,31.525820,0.059484,0.008176,140.394677,2.389426,1792.526293
462.694666,101.485717,0.229810,0.038674,93.557259,1.987785,9176.743638
294.420185,92.272095,3.066550,0.008488,163.559311,1.610245,65.791476
372.355009,19.299042,1.072043,0.030857,197.219899,1.873071,51.545931
494.560806,166.355085,0.570247,0.023732,221.950681,2.495707,1327.159088
547.308512,4.434543,0.392201,0.005596,118.554930,1.808762,320.054454
574.642277,26.724793,0.088811,0.006105,151.395825,1.559015,7389.324368
402.893923,3.525970,0.010347,0.007417,247.593422,1.562359,1095.897355
580.724714,27.051660,0.292779,0.043396,151.853174,2.458680,1315.586613
466.745703,5.427815,0.040324,0.001499,125.427389,1.709477,2225.676139
469.372973,337.173298,4.021858,0.004695,191.068381,2.954868,378.944579
270.859916,57.011761,0.310116,0.041906,240.030560,2.538939,83.432022
447.138896,338.580180,0.632935,0.028530,75.469671,2.803357,10727.116473
286.270061,17.762821,0.940884,0.019693,187.221936,2.488328,18.177717
599.765490,283.941114,1.197661,0.048859,143.243433,1.572318,6365.824100
495.379684,381.380282,1.987289,0.020207,128.865969,2.817773,2091.937101
519.125460,162.968329,1.798634,0.040892,91.637630,2.153375,2593.296067
346.584614,3.125718,0.051598,0.034773,139.940458,2.094259,221.588510
349.300717,90.728930,0.721890,0.003660,178.620747,1.840904,384.106779
385.397618,171.282666,2.539363,0.043167,163.434721,2.069679,264.554677
352.078248,222.990449,1.970833,0.029009,166.048458,2.098234,326.966659
559.212220,40.939988,0.113467,0.046352,80.848130,1.865223,15000.000000
240.568331,95.103548,2.564943,0.012839,121.277122,2.228808,44.962411
415.664511,4.972711,0.174039,0.030517,198.907121,1.966962,111.382585
248.754437,92.627875,1.340105,0.034056,102.658903,1.771724,152.140489
242.750769,204.044072,2.618048,0.012828,243.326838,2.350968,26.565013
420.090617,236.158905,2.867917,0.031658,241.252602,1.565119,294.144612
553.682585,152.123669,3.308140,0.010602,179.976578,1.842120,615.347701
560.009249,87.342268,2.936588,0.011844,210.494593,2.030132,281.119216
369.495301,42.121636,0.575209,0.004777,182.294678,2.501325,192.053748
442.837614,36.708333,0.309243,0.011597,140.363079,2.320046,963.564288
595.114208,64.699255,1.421652,0.034757,142.777378,1.704660,1157.193469
476.974461,138.031763,0.543451,0.006420,88.739737,2.986884,4730.766691
309.664267,1.600822,0.093350,0.004283,230.954357,1.619129,24.435427
290.662561,33.338082,2.518080,0.003471,163.430762,2.032494,22.267896
293.484833,8.731038,0.093973,0.044004,187.157926,2.310018,97.438680
333.200765,172.684405,1.555792,0.049707,189.131054,2.504230,163.448956
386.082245,18.547038,1.174937,0.028115,242.372551,1.590214,41.938568
280.373475,24.480323,0.110335,0.004834,151.066769,2.303742,329.943796
465.964690,1.840384,0.028658,0.046359,112.235575,2.693175,708.132425
596.993401,82.374395,0.742604,0.026998,221.565993,2.890501,780.186208
235.649773,375.216264,1.337316,0.006386,218.692173,2.632906,93.324058
214.464152,89.089049,6.469541,0.013156,134.824553,1.954693,9.440000
421.520896,36.163984,0.352402,0.019849,150.496457,1.958286,720.238666
567.756789,157.148856,6.191354,0.049608,223.256492,2.245445,180.742912
246.546559,395.225188,0.971670,0.019031,228.035378,2.726175,140.308455
321.871656,13.423160,0.109219,0.020149,101.234413,1.621379,841.250077
590.244080,244.043897,0.680407,0.041124,93.854441,2.461458,12845.291409
442.501175,1.730604,0.027487,0.008742,160.461894,2.647215,354.407473
347.013769,154.381363,0.445234,0.001291,94.329932,1.602258,3784.794592
586.328864,1.244132,0.020749,0.015591,161.105535,2.148747,986.913948
383.920170,120.350872,0.999979,0.049743,80.400501,1.587246,2130.665843
256.899747,1.939335,0.015377,0.015164,88.188246,1.682077,466.202820
403.768851,36.929772,0.744196,0.040699,180.739499,2.995045,132.420952
410.816586,2.383660,0.038359,0.006536,229.588759,2.139125,178.962433
347.103740,2.320974,0.010792,0.041377,202.050589,2.121195,394.215235
366.461599,5.607328,0.025783,0.000960,116.766378,2.222016,1409.185621
414.124053,479.828746,1.157168,0.000606,113.416262,1.822803,5221.541640
395.141618,4.457241,0.019690,0.027398,151.787920,1.664604,1446.310814
395.296455,7.450456,0.134173,0.016234,202.724274,1.725073,211.257999
357.790511,158.388041,0.344658,0.039251,230.575244,2.189170,720.206894
475.253882,63.572818,5.073247,0.012734,221.356884,2.156405,60.426223
384.590986,102.954857,0.694706,0.032968,231.121193,2.455802,269.717139
226.660816,92.764705,1.098205,0.007508,202.738078,2.277612,31.319169
495.003344,202.611783,0.964077,0.014827,132.946581,2.029877,3051.207867
274.078227,10.928368,0.062393,0.004920,188.854490,1.761164,209.061651
208.377984,123.093518,0.748153,0.048393,123.180060,1.623258,123.415658
352.775856,159.988311,0.854501,0.006069,180.702334,1.808531,585.718475
412.120853,213.951580,8.707851,0.048424,213.768554,1.562927,96.947422
440.752636,3.749803,0.024226,0.037404,216.118562,2.373634,511.150720
335.307002,16.311270,0.208073,0.011231,136.990064,2.892125,207.833396
445.175833,144.484798,4.579043,0.012035,91.870248,2.914614,444.221025
458.324325,126.868269,0.479601,0.040797,225.046599,1.928860,1123.509910
502.016771,212.432521,0.930005,0.042100,201.128322,2.190809,1397.454628
270.971508,66.732658,4.863963,0.049233,238.729852,2.317540,6.729011
490.391964,271.576366,0.742949,0.010676,161.053485,2.726678,2751.032686
436.139076,318.509386,1.901780,0.014877,171.703959,2.262541,912.811125
504.448615,34.516854,1.511420,0.023078,71.679692,1.740107,1216.547021
596.723981,8.472949,0.462652,0.020075,214.012774,1.648767,245.241947
493.228518,119.623632,0.459917,0.009401,133.969222,2.423978,3136.980617
202.091845,218.296704,7.485494,0.001766,204.232081,2.641486,5.406465
347.176301,184.786456,0.601668,0.007444,125.008759,1.990397,1595.635000
379.444252,10.331616,0.172928,0.044310,176.747980,2.583106,154.058375
478.247259,3.197025,0.019010,0.030979,133.988742,1.504827,2760.461398
435.280907,51.932257,0.483564,0.032116,81.673647,2.221459,2132.854379
424.264038,103.203025,2.986402,0.033823,214.898020,2.405231,101.496184
399.302273,231.131795,1.327525,0.002928,130.162897,1.615587,1696.408016
515.445986,8.237048,0.200474,0.022010,96.541455,2.275904,1052.188125
235.440172,321.640035,0.707243,0.029911,202.419361,1.830918,230.212449
368.499221,201.704047,3.306792,0.039283,91.300514,2.454266,500.174201
353.533181,4.902748,0.100817,0.029388,103.205726,2.357808,298.224057
210.478683,4.590073,0.078737,0.041585,119.152746,1.536288,52.742922
576.271698,9.202662,0.036166,0.021483,227.091445,1.888945,2390.777147
521.057324,22.889269,1.526926,0.024148,94.026395,2.187280,430.540716
398.584461,13.587156,0.677135,0.036475,207.792322,2.155276,56.209989
254.141633,141.811350,8.243525,0.032848,242.190632,2.627063,5.963601
304.682273,51.422069,1.897557,0.045313,114.918316,1.870468,96.455590
255.698148,4.515432,0.011627,0.020555,132.521799,2.298631,486.495990
465.515874,3.260118,0.180460,0.028008,238.628043,2.945092,49.603506
304.063116,6.592184,0.039291,0.049065,116.175411,2.596231,413.461473
426.132102,76.472168,1.774681,0.048600,179.534909,2.195899,185.107212
290.126772,1.606346,0.022096,0.042531,171.020102,1.876450,106.318394
544.055877,1.905158,0.017586,0.003383,197.410318,2.584221,847.214285
383.320257,314.665086,1.016406,0.008289,240.225666,2.227044,621.747090
384.918224,4.657275,0.344753,0.032549,168.177736,2.117648,50.747526
522.561447,1.436023,0.059685,0.002598,211.530076,2.188860,173.313806
265.882541,95.622589,4.300216,0.037838,163.489455,1.995323,24.190918
551.832742,14.556543,0.022007,0.011940,151.223082,2.805868,7834.402687
226.081837,1.595040,0.020721,0.045461,166.966324,2.195897,36.541686
462.712042,24.296880,0.040860,0.019021,209.610133,2.733155,2242.927833
409.331852,286.131277,2.475953,0.039643,173.966806,1.930707,538.386749
358.388189,159.064077,0.727796,0.026651,98.431868,2.872635,1267.477917
542.871703,1.000757,0.040369,0.013845,247.033865,2.859215,112.506636
273.689936,55.773671,0.701284,0.032715,97.378771,2.840985,175.674060
233.385634,111.219004,0.179177,0.040180,160.937219,2.823625,286.415525
593.644128,75.522151,0.191632,0.031734,99.871881,2.501880,13015.924119
264.893362,40.623886,0.320715,0.027988,164.931932,1.518911,181.561426
492.598596,99.812157,1.351227,0.042909,217.431432,1.781118,453.443888
325.740045,13.590936,0.303835,0.041082,152.667735,2.206752,104.442108
531.299701,5.079662,0.020041,0.008688,198.162524,2.002812,2319.739665
295.949645,144.010101,0.898344,0.017397,151.063176,1.712958,376.159702
448.371427,373.297186,0.798779,0.042072,154.831690,2.028562,3428.911106
290.871823,71.859701,0.345115,0.013964,185.718744,2.755562,198.705465
322.124271,435.731037,3.721515,0.001659,124.710352,1.818967,523.316916
506.425911,479.768248,1.028483,0.033249,116.851634,2.682671,6554.544507
424.176252,107.049220,0.436460,0.022353,152.864489,1.666484,1991.764864
352.160220,28.982450,1.658488,0.005536,146.058717,2.965200,48.699455
567.230621,402.648482,1.189244,0.042917,122.599281,1.920056,8448.261068
207.202622,26.400968,0.069914,0.036334,124.855197,2.944216,154.330963
549.101536,7.189614,0.590614,0.035184,167.325726,1.668871,184.894063
387.507186,53.525443,1.696601,0.029918,123.502805,1.951898,231.318419
219.257134,93.479760,0.643244,0.042613,190.204843,2.854342,36.894201
231.587665,427.992351,4.709267,0.039729,76.240648,1.859265,236.738312
467.680105,20.311927,0.195561,0.043949,172.919023,2.743930,526.705441
326.778635,75.561611,0.213865,0.038694,178.346218,2.151894,652.010661
442.835831,10.667945,0.344422,0.029585,196.474079,2.446961,122.739545
241.689921,271.165680,0.633801,0.024383,187.400367,2.076767,249.546366
497.437566,3.721567,0.121775,0.031705,82.767799,2.259399,900.231897
388.997342,34.601347,0.098637,0.007001,119.826575,1.568473,3692.327893
392.816423,7.148583,0.354583,0.030539,120.522979,1.794147,175.600973
202.202320,1.198096,0.103892,0.010953,76.609845,1.511496,21.232689
521.034272,70.079983,0.155255,0.025633,122.827988,2.358073,7397.704225
234.837107,370.283522,4.194378,0.005692,132.140166,2.425600,77.958706
397.418632,5.709206,0.152661,0.049641,93.668042,2.553388,351.594861
368.731271,9.672208,0.084746,0.045381,198.525876,2.116532,263.223488
529.516154,2.516833,0.014237,0.041060,70.281719,2.932591,6374.615792
303.042888,1.762788,0.141748,0.030190,193.586184,1.589287,21.029687
382.494604,3.167623,0.016331,0.006051,145.410602,2.053580,1042.804564
232.072006,17.608693,0.121832,0.047086,190.343076,2.032157,65.310507
437.464316,347.759314,4.179225,0.031805,234.391651,1.515197,369.650123
489.589222,1.811765,0.026694,0.045123,81.959892,1.680838,2488.435971
204.682644,1.379856,0.013527,0.014752,157.480089,2.133051,38.270218
249.201318,346.553921,2.310676,0.017158,201.251228,2.337964,79.409757
371.972431,60.016299,0.218403,0.013769,125.136430,2.509450,1404.588051
519.352136,6.676390,0.090490,0.042878,234.994342,2.733634,303.849274
432.879499,20.201865,0.132941,0.030054,197.005455,2.056759,660.486695
266.744081,1.206626,0.029066,0.007130,230.217466,2.145794,25.462172
210.179104,2.768007,0.169390,0.031845,131.308750,2.468734,7.926422
324.486998,271.597882,9.206783,0.030289,135.626871,2.515681,76.482265
381.600648,4.630775,0.328371,0.007028,157.406146,2.532411,52.717631
585.606963,1.430589,0.030205,0.001950,75.572042,2.076310,3273.917704
209.340839,9.937332,0.022306,0.022926,122.064059,2.634320,233.324241
582.367532,144.914313,0.579315,0.044420,178.529718,1.970950,3338.551232
584.454194,2.512954,0.029002,0.019276,131.269679,2.084223,2080.985878
421.484594,5.228281,0.080723,0.038095,220.056993,2.312557,182.879604
303.733959,204.497178,7.929616,0.002882,131.640636,1.791936,85.537028
423.083531,43.414834,0.756315,0.029023,95.055406,2.020916,876.922621
395.559133,61.520642,0.510660,0.049692,228.456657,2.102668,271.953096
448.264192,24.645028,0.425671,0.019757,77.102716,1.801968,1803.050955
291.099894,483.419859,4.072935,0.045473,199.985782,2.946043,83.623900
252.260938,168.978143,4.278305,0.006241,212.957919,2.685765,17.915038
577.616838,222.454639,3.896212,0.023134,246.577728,1.723194,508.098539
435.492609,29.333369,0.144418,0.014289,106.580156,2.062995,2855.965413
404.510185,86.681051,0.167014,0.028864,225.803886,2.238488,1298.987721
375.659927,97.153429,0.221288,0.044655,81.242367,2.770453,4127.928759
404.172996,91.127385,1.156555,0.046319,73.440897,2.439889,1285.561118
489.082783,133.769407,2.590071,0.006722,123.891206,2.538799,672.081973
311.503949,482.871070,1.072664,0.047872,71.595391,1.816057,4155.101779
531.387720,422.491930,1.665054,0.000716,202.816513,1.941929,2356.149708
